pattern_id,left_rim_time,bottom_time,right_rim_time,handle_time,breakout_time,breakout_price,retest_time,retest_price,cup_depth_pct,handle_depth_pct,price_5min,price_10min,price_15min,price_30min,move_5min_pct,move_10min_pct,move_15min_pct,move_30min_pct,outcome_5min,outcome_10min,outcome_15min,outcome_30min,status,notified,mfe_5min_pct,mfe_10min_pct,mfe_15min_pct,mfe_30min_pct,mae_5min_pct,mae_10min_pct,mae_15min_pct,mae_30min_pct
2026-06-28 20:00:00,2026-06-27 03:00:00,2026-06-27 17:00:00,2026-06-27 20:00:00,2026-06-28 03:00:00,2026-06-28 19:00:00,14922.623,2026-06-28 20:00:00,14921.609,1.72,0.78,14925.6,14921.122,14916.525,14916.17,0.0267,-0.0033,-0.0341,-0.0365,FLAT,FLAT,FLAT,FLAT,RESOLVED,True,,,,,,,,
