time,open,high,low,close,tick_volume,pattern_id,retest_time
2026-06-28 19:45:00,14928.653,14928.653,14927.749,14927.749,60,2,2026-06-28 20:00:00
2026-06-28 19:46:00,14927.739,14927.739,14926.987,14926.987,59,2,2026-06-28 20:00:00
2026-06-28 19:47:00,14926.966,14926.966,14926.127,14926.127,58,2,2026-06-28 20:00:00
2026-06-28 19:48:00,14926.114,14926.114,14925.283,14925.283,60,2,2026-06-28 20:00:00
2026-06-28 19:49:00,14925.279,14925.279,14924.401,14924.401,59,2,2026-06-28 20:00:00
2026-06-28 19:50:00,14924.388,14924.388,14923.462,14923.462,59,2,2026-06-28 20:00:00
2026-06-28 19:51:00,14923.453,14923.453,14922.542,14922.542,59,2,2026-06-28 20:00:00
2026-06-28 19:52:00,14922.539,14922.539,14921.682,14921.682,58,2,2026-06-28 20:00:00
2026-06-28 19:53:00,14921.678,14921.678,14920.803,14920.803,58,2,2026-06-28 20:00:00
2026-06-28 19:54:00,14920.784,14920.784,14919.818,14919.818,59,2,2026-06-28 20:00:00
2026-06-28 19:55:00,14919.806,14919.806,14918.944,14918.944,58,2,2026-06-28 20:00:00
2026-06-28 19:56:00,14918.926,14918.926,14918.084,14918.084,57,2,2026-06-28 20:00:00
2026-06-28 19:57:00,14918.071,14918.071,14917.225,14917.225,60,2,2026-06-28 20:00:00
2026-06-28 19:58:00,14917.213,14917.213,14916.207,14916.207,58,2,2026-06-28 20:00:00
2026-06-28 19:59:00,14916.204,14922.946,14915.697,14922.623,58,2,2026-06-28 20:00:00
2026-06-28 20:00:00,14922.61,14922.61,14921.609,14921.609,60,2,2026-06-28 20:00:00
2026-06-28 20:01:00,14921.599,14929.357,14921.071,14929.135,59,2,2026-06-28 20:00:00
2026-06-28 20:02:00,14929.133,14929.133,14928.322,14928.322,59,2,2026-06-28 20:00:00
2026-06-28 20:03:00,14928.312,14928.312,14927.406,14927.406,59,2,2026-06-28 20:00:00
2026-06-28 20:04:00,14927.392,14927.392,14926.482,14926.482,59,2,2026-06-28 20:00:00
2026-06-28 20:05:00,14926.461,14926.461,14925.6,14925.6,59,2,2026-06-28 20:00:00
2026-06-28 20:06:00,14925.576,14925.576,14924.748,14924.748,58,2,2026-06-28 20:00:00
2026-06-28 20:07:00,14924.741,14924.741,14923.731,14923.731,60,2,2026-06-28 20:00:00
2026-06-28 20:08:00,14923.715,14923.715,14923.006,14923.006,58,2,2026-06-28 20:00:00
2026-06-28 20:09:00,14922.989,14922.989,14921.981,14921.981,59,2,2026-06-28 20:00:00
2026-06-28 20:10:00,14921.976,14921.976,14921.122,14921.122,58,2,2026-06-28 20:00:00
2026-06-28 20:11:00,14921.113,14921.113,14920.236,14920.236,59,2,2026-06-28 20:00:00
2026-06-28 20:12:00,14920.221,14920.221,14919.282,14919.282,57,2,2026-06-28 20:00:00
2026-06-28 20:13:00,14919.279,14919.279,14918.418,14918.418,58,2,2026-06-28 20:00:00
2026-06-28 20:14:00,14918.406,14918.406,14917.538,14917.538,59,2,2026-06-28 20:00:00
2026-06-28 20:15:00,14917.507,14917.507,14916.525,14916.525,60,2,2026-06-28 20:00:00
2026-06-28 20:16:00,14916.508,14916.508,14915.537,14915.537,59,2,2026-06-28 20:00:00
2026-06-28 20:17:00,14915.521,14915.521,14914.692,14914.692,57,2,2026-06-28 20:00:00
2026-06-28 20:18:00,14914.683,14914.683,14913.77,14913.77,60,2,2026-06-28 20:00:00
2026-06-28 20:19:00,14913.77,14913.77,14912.816,14912.816,58,2,2026-06-28 20:00:00
2026-06-28 20:20:00,14912.796,14912.796,14912.03,14912.03,58,2,2026-06-28 20:00:00
2026-06-28 20:21:00,14911.988,14911.988,14911.094,14911.094,60,2,2026-06-28 20:00:00
2026-06-28 20:22:00,14911.067,14911.067,14910.195,14910.195,59,2,2026-06-28 20:00:00
2026-06-28 20:23:00,14910.178,14910.178,14909.266,14909.266,60,2,2026-06-28 20:00:00
