time,open,high,low,close,tick_volume
2026-06-27 06:00:00,14880.244,14880.244,14831.634,14831.634,3534
2026-06-27 07:00:00,14831.614,14831.614,14791.408,14791.408,3528
2026-06-27 08:00:00,14791.404,14791.404,14760.381,14760.381,3545
2026-06-27 09:00:00,14760.361,14762.934,14721.835,14727.331,3536
2026-06-27 10:00:00,14727.302,14750.75,14719.938,14726.267,3525
2026-06-27 11:00:00,14726.246,14737.101,14695.841,14716.959,3524
2026-06-27 12:00:00,14716.954,14741.054,14709.894,14716.479,3544
2026-06-27 13:00:00,14716.446,14716.446,14663.969,14663.969,3528
2026-06-27 14:00:00,14663.964,14663.964,14633.168,14646.047,3529
2026-06-27 15:00:00,14646.007,14658.615,14628.47,14646.137,3536
2026-06-27 16:00:00,14646.126,14646.126,14624.121,14625.469,3521
2026-06-27 17:00:00,14625.466,14687.337,14617.669,14674.359,3527
2026-06-27 18:00:00,14674.33,14691.873,14649.834,14690.145,3540
2026-06-27 19:00:00,14690.138,14734.312,14679.289,14708.568,3533
2026-06-27 20:00:00,14708.551,14747.836,14704.307,14737.319,3536
2026-06-27 21:00:00,14737.292,14747.435,14713.609,14725.35,3522
2026-06-27 22:00:00,14725.344,14743.264,14695.272,14736.317,3536
2026-06-27 23:00:00,14736.313,14736.313,14688.748,14704.844,3528
2026-06-28 00:00:00,14704.829,14717.45,14690.709,14690.771,3526
2026-06-28 01:00:00,14690.765,14699.067,14657.521,14657.521,3540
2026-06-28 02:00:00,14657.505,14676.866,14640.074,14673.677,3518
2026-06-28 03:00:00,14673.648,14673.648,14632.158,14644.422,3524
2026-06-28 04:00:00,14644.411,14674.401,14636.354,14637.553,3535
2026-06-28 05:00:00,14637.542,14692.077,14632.921,14683.888,3541
2026-06-28 06:00:00,14683.861,14699.053,14660.443,14660.443,3537
2026-06-28 07:00:00,14660.43,14693.101,14648.324,14676.504,3523
2026-06-28 08:00:00,14676.485,14694.657,14664.406,14684.022,3534
2026-06-28 09:00:00,14684.0,14722.733,14666.341,14703.788,3528
2026-06-28 10:00:00,14703.762,14716.141,14682.92,14698.859,3509
2026-06-28 11:00:00,14698.852,14698.852,14660.488,14660.488,3530
2026-06-28 12:00:00,14660.488,14665.657,14632.629,14665.649,3539
2026-06-28 13:00:00,14665.638,14723.012,14663.709,14692.969,3529
2026-06-28 14:00:00,14692.967,14725.933,14673.108,14711.137,3533
2026-06-28 15:00:00,14711.126,14742.731,14710.317,14729.237,3518
2026-06-28 16:00:00,14729.217,14795.135,14717.694,14786.392,3522
2026-06-28 17:00:00,14786.369,14812.792,14772.345,14811.15,3540
2026-06-28 18:00:00,14811.12,14828.877,14792.24,14822.325,3542
2026-06-28 19:00:00,14822.292,14936.694,14816.871,14922.623,3520
2026-06-28 20:00:00,14922.61,14929.357,14901.246,14918.822,3533
2026-06-28 21:00:00,14918.815,14947.862,14911.116,14914.273,3540
2026-06-28 22:00:00,14914.268,14929.487,14900.529,14900.529,3551
2026-06-28 23:00:00,14900.517,14927.204,14896.545,14905.215,3540
2026-06-29 00:00:00,14905.214,14905.214,14861.629,14861.629,3539
2026-06-29 01:00:00,14861.623,14861.623,14827.677,14842.795,3531
2026-06-29 02:00:00,14842.773,14932.467,14838.246,14918.227,3528
2026-06-29 03:00:00,14918.213,14989.081,14915.157,14953.509,3542
2026-06-29 04:00:00,14953.503,14983.146,14932.132,14982.38,3543
2026-06-29 05:00:00,14982.377,15002.847,14964.354,14964.354,3535
2026-06-29 06:00:00,14964.351,14995.132,14961.518,14988.607,3536
2026-06-29 07:00:00,14988.59,15001.497,14972.479,14986.603,3515
2026-06-29 08:00:00,14986.598,14986.598,14932.433,14932.433,3534
2026-06-29 09:00:00,14932.428,14968.974,14920.79,14958.55,3528
2026-06-29 10:00:00,14958.542,14977.784,14930.191,14971.56,3526
2026-06-29 11:00:00,14971.533,14976.41,14940.481,14940.481,3536
2026-06-29 12:00:00,14940.479,14968.529,14925.007,14966.875,3525
2026-06-29 13:00:00,14966.861,15079.793,14963.602,15050.521,3541
2026-06-29 14:00:00,15050.502,15064.43,15023.315,15052.492,3530
2026-06-29 15:00:00,15052.456,15082.35,15048.882,15064.907,3541
2026-06-29 16:00:00,15064.887,15064.887,15017.359,15017.359,3520
2026-06-29 17:00:00,15017.351,15017.351,14981.386,14992.836,3544
2026-06-29 18:00:00,14992.835,15013.081,14982.026,14983.271,3531
2026-06-29 19:00:00,14983.258,15000.797,14961.538,14985.119,3535
2026-06-29 20:00:00,14985.096,14997.581,14966.819,14970.778,3524
2026-06-29 21:00:00,14970.75,15058.461,14967.178,15026.185,3530
2026-06-29 22:00:00,15026.172,15030.078,14998.174,14998.174,3545
2026-06-29 23:00:00,14998.149,15027.205,14984.976,15012.25,3528
2026-06-30 00:00:00,15012.248,15033.056,14995.043,15011.42,3531
2026-06-30 01:00:00,15011.392,15011.392,14967.457,14985.48,3544
2026-06-30 02:00:00,14985.477,14985.477,14932.673,14932.673,3525
2026-06-30 03:00:00,14932.635,15003.192,14928.223,14974.474,3535
2026-06-30 04:00:00,14974.444,15004.171,14963.524,14984.827,3536
2026-06-30 05:00:00,14984.825,15031.724,14965.417,15028.109,3530
2026-06-30 06:00:00,15028.095,15028.095,15001.075,15013.92,3536
2026-06-30 07:00:00,15013.908,15013.908,14983.912,14995.773,3542
2026-06-30 08:00:00,14995.751,15008.938,14964.026,14964.026,3541
2026-06-30 09:00:00,14964.02,14976.894,14948.04,14948.04,3544
